ID,中藥中文名,中藥拉丁學名,中藥英文名,中藥基原,西藥學名,建議處理方式,項次_x,研究設計,可能交互作用機轉,可能交互作用結果,參考文獻,項次_y,篇名,連結
2530,逍遙散,拉丁學名：,英文名：,基原：,學名：Galantamine,由醫師調整用藥,['1'],['健保資料\r\r\n庫分析'],['機制未明'],['由1997至\r\r\n2012年健保資料庫分析，失智症患者在西藥Galantamine治療期間，合併使用中藥逍遙散，與對照組(無服用中藥)相較，不會增加肺炎住院的風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2531,烏藥順氣散,拉丁學名：,英文名：,基原：,學名：Galantamine,由醫師調整用藥,['1'],['健\r\r\n保資料庫分析'],['機制未明'],['由1997\r\r\n至2012年健保資料庫分析，失智症患者在西藥Galantamine治療期間，合併使用中藥烏藥順氣散，與對照組(無服用中藥)相較，不會增加肺炎住院的風險。'],['256'],[None],['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。'],[None]
2532,葛根湯,"拉丁學名：Ge Gen Tang Concentrated Preparation (Granules, Powder)","英文名：Ge Gen Tang Concentrated Preparation (Granules, Powder)",基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥葛根湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥葛根湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2533,半夏瀉心湯,"拉丁學名：Banxia Xiesin Tang Concentrated Preparation (Granules, Powder)","英文名：Bansia Siexin Tang Concentrated Preparation (Granules, Powder)","基原：本品之稀乙醇抽提物不得少於24.0%，水抽提物不得少於29.0%，每日量含黃芩以黃芩苷(Baicalin, C21H18O11)計不得少於154 mg，含黃連以氯化小蘗鹼(Berberine chloride, C20H18ClNO4)計不得少於19 mg。",學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分\r\r\n析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥半夏瀉心湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥半夏瀉心湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2534,葛根,拉丁學名：PUERARIAE RADIX,英文名：Pueraria Root,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥葛根，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥葛根，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2535,芍藥甘草湯,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分\r\r\n析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥芍藥甘草湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥芍藥甘草湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2536,大黃,拉丁學名：RHEI RADIX ET RHIZOMA,英文名：Rhubarb,基原：本品為蓼科Polygonaceae植物掌葉大黃Rheum palmatum L.（北大黃）、唐古特大黃Rheum tanguticum Maxim. ex Balf.或藥用大黃Rheum officinale Baillon（南大黃）去外皮之乾燥根及根莖。,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥大黃，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥大黃，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2537,酸棗仁,拉丁學名：ZIZIPHI SPINOSAE SEMEN,英文名：Jujube Seed,基原：本品為鼠李科Rhamnaceae植物酸棗,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥酸棗仁，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥酸棗仁，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2538,平胃散,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥平胃散，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥平胃散，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2539,甘草,拉丁學名：GLYCYRRHIZAE RADIX ET RHIZOMA,英文名：Liquorice Root and Rhizome,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥甘草，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥甘草，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2540,天王補心丹,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分\r\r\n析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥天王補心丹，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥天王補心丹，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2541,夜交藤,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥夜交藤，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥夜交藤，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2542,貝母,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥貝母，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012年\r\r\n健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥貝母，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2543,銀翹散,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥銀翹散，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至2012\r\r\n年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥銀翹散，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
2544,龍膽瀉肝湯,拉丁學名：,英文名：,基原：,學名：Oxazepam,由醫師調整用藥,"['1', '2']","['健保資料庫分\r\r\n析', '健保資料庫分析']","['機制未明', '機制未明']","['由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥龍膽瀉肝湯，與對照組(無服用中藥)相較，不會增加髖關節骨折的風險。', '由1997至\r\r\n2012年健保資料庫分析，在西藥Oxazepam治療期間，合併使用中藥龍膽瀉肝湯，與對照組(無服用中藥)相較，不會增加腎衰竭風險。']","['256', '256']","[None, None]","['賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。', '賴榮年、孫茂峰、林國義：中西藥交互作用資料探勘與實證探討分析。衛生福利部中醫藥司研究計畫。']","[None, None]"
